user_id,item_id
3200,1223 1831 1039 2980 36 2402 2256 2603 1030 3153
3201,138 2564 2862 132 2646 779 2528 2510 1376 1304
3202,1811 472 2636 3677 1315 2054 1615 2281 2528 2402
3203,3022 2603 1583 2745 2210 2297 1039 36 2630 2688
3204,1039 2980 512 2626 640 3298 204 183 1546 1211
3205,472 1223 1316 3409 1543 3153 2564 2862 3529 36
3206,1186 2297 1039 584 472 2862 3013 2528 1811 463
3207,3529 3013 1560 989 1337 476 584 124 2646 2617
3208,1223 3013 2732 1560 3409 1376 36 2603 1583 1315
3209,3529 2402 3528 3142 3694 2626 2630 1859 1337 1001
3210,1039 1583 3694 2603 2626 1617 1546 3534 283 1490
3211,2054 1315 3692 1887 2370 3059 3142 1371 1615 2327
3212,1583 2297 640 1956 2688 1831 2210 1186 512 2630
3213,2732 2468 1086 1078 1248 1711 3677 1018 3529 463
3214,1831 1086 463 1337 802 2745 2194 2480 1814 2054
3215,1316 124 1223 3153 2564 1560 2076 3423 1916 3529
3216,3269 1279 3013 1543 3409 1638 3153 2798 1316 1223
3217,2256 2402 132 2732 1376 3142 2528 3692 3013 1223
3218,1315 2732 36 3423 1379 1615 132 1376 790 2664
3219,2862 3409 1560 1279 1858 124 3367 3423 169 1583
3220,3022 2297 1583 1039 2210 2757 2603 331 2342 2630
3221,472 1583 3013 3423 2732 3409 3022 2862 1223 3418
3222,1001 3474 183 1039 1341 2261 2664 1030 1428 1463
3223,472 640 1583 1831 3022 2297 3529 2980 2732 2210
3224,3694 1086 1211 119 2646 563 3534 3005 1546 304
3225,584 3327 2528 1184 640 1746 1001 472 3677 2342
3226,3367 472 1223 124 3151 1316 652 184 1560 3600
3227,2297 1039 1086 169 3529 331 2757 1746 2338 3238
3228,1811 3677 2636 1543 2256 463 3409 2281 2564 2646
3229,1223 3013 1316 3529 1560 1543 640 2862 2564 463
3230,472 3269 3409 1279 1638 3151 1315 796 1505 132
3231,584 1057 1615 1583 1831 476 2768 1223 640 3418
3232,1583 2732 2297 2980 584 472 640 1039 2256 1811
3233,1315 132 1279 472 184 3151 2054 1840 1057 2070
3234,1583 584 1615 2054 3529 2980 2528 132 1186 3151
3235,640 2297 1831 398 331 2745 2210 1270 2194 1546
3236,2402 863 467 3474 1371 1887 188 3656 790 2774
3237,640 3013 1583 989 2564 3409 2297 2617 2068 2402
3238,472 1560 1223 3013 2564 124 3409 1831 382 463
3239,472 1583 2980 1811 1956 1831 2402 1315 512 2664
3240,3013 1583 36 1223 3022 3529 2862 1039 3423 2510
3241,584 1216 640 2688 2745 1583 2210 2630 2626 1831
3242,573 3409 618 1279 2165 3653 184 779 3000 620
3243,3409 3423 184 3013 2474 741 3537 375 2510 3668
3244,472 2297 36 3529 2862 2054 3423 2732 463 169
3245,1583 3022 169 472 1186 2297 1279 1039 3423 36
3246,1583 36 3013 2732 1223 3022 1039 3529 3418 2297
3247,3409 3529 1583 1560 463 2297 2054 36 1615 989
3248,2862 3013 3409 1279 1543 1223 1316 618 3153 772
3249,2054 1379 1057 2732 1376 1840 132 37 1811 3142
3250,2054 1057 132 2402 1223 3013 1379 1840 1615 2528
3251,584 2980 3298 204 2603 2745 2068 1086 2757 2335
3252,2402 472 1376 3059 2370 1341 467 3142 922 2732
3253,1039 2732 476 2054 1615 1337 2402 331 2342 3327
3254,472 3402 790 1227 3448 1371 1376 3474 2327 1341
3255,3382 204 1216 1831 1811 465 3110 3298 1801 640
3256,1583 1316 2297 2564 989 1337 3022 476 1543 3409
3257,1039 1315 1615 1030 1337 790 467 1956 1304 1811
3258,3116 1057 863 1887 3059 790 3656 2370 467 1376
3259,472 1811 640 1315 1211 3423 2054 2210 2067 2784
3260,1808 1315 3677 1186 169 2732 2054 3298 1057 1240
3261,3022 584 2603 640 1583 1039 2210 1831 1956 2630
3262,2402 1057 1615 3116 3059 1376 2528 1887 790 3677
3263,1615 2402 1583 2297 790 3116 1858 1840 2528 3350
3264,601 3382 2256 2068 2840 2470 169 493 1197 1560
3265,3022 2732 1583 2980 169 1811 1039 3418 2256 183
3266,1039 1956 331 3473 1831 1546 2745 2468 214 136
3267,2980 2054 2646 2732 2256 3677 1583 2297 188 1341
3268,169 1583 3022 2297 1223 3409 512 2862 2732 1543
3269,1831 2564 2617 640 2908 802 1801 186 382 1354
3270,2068 2127 1197 335 3159 2470 362 2292 636 239
3271,584 3022 1956 2297 2980 1039 1831 1583 640 2757
3272,1223 3013 1583 1831 3153 1039 3022 1315 2646 2402
3273,1543 3013 3600 528 1668 3350 3402 2076 989 120
3274,3013 2054 1543 1583 2862 1560 2732 463 2646 36
3275,640 1583 584 1831 1223 2510 2732 1560 2256 2630
3276,3013 1223 472 3409 1560 2387 463 69 2076 94
3277,3022 2980 2732 2297 1583 584 640 1811 2646 1039
3278,3022 2980 1956 2757 2342 1086 3529 2468 1546 2603
3279,640 2757 2210 2980 2342 1039 2194 2745 1211 2331
3280,1583 36 1279 3013 3409 3022 1505 3269 1223 2688
3281,3022 2603 1583 2732 2256 2745 2297 1039 169 2210
3282,1279 2862 184 169 573 3000 3409 1543 2528 3151
3283,2297 3022 1583 1560 1831 169 1039 1223 2646 1315
3284,1315 1543 3409 2528 3423 3269 1615 1811 790 1887
3285,853 2068 3159 2840 1736 465 2038 2292 3510 2180
3286,472 3529 640 3013 1223 2297 463 3022 1316 36
3287,573 2557 2817 36 3409 2688 3022 2732 2528 2128
3288,3022 1583 2603 640 2297 1039 2732 1831 2210 169
3289,472 1316 3529 989 1543 1583 1560 1831 2402 1337
3290,1831 2980 584 3022 640 472 1956 2297 1811 2732
3291,1560 1223 1543 3529 1583 3013 1316 463 2646 1811
3292,472 2646 1315 2297 2054 1831 1583 584 3022 2980
3293,2732 1583 584 2980 640 2256 472 1831 2745 1956
3294,472 2402 2054 1315 1615 2646 1376 3692 1223 2980
3295,1956 1086 2210 331 1039 2297 293 1583 2194 208
3296,472 2862 2402 989 463 1223 124 2297 2370 2774
3297,1543 1223 1315 1316 2862 2054 124 1560 3367 3409
3298,3142 1811 790 2370 1583 3656 1371 2528 246 37
3299,1831 3013 398 1086 2366 802 2626 2745 2314 1960
3300,1186 1811 169 1808 3298 1315 2335 2281 452 3677
3301,472 2256 3142 2370 1811 1371 1615 2327 1223 2673
3302,640 2603 3022 1583 2210 1831 584 1039 2630 2297
3303,2054 1223 3013 1615 1376 2732 3692 1543 1811 790
3304,1811 1583 2297 3529 2774 1831 2402 246 3677 2732
3305,36 3013 3367 1543 1560 1211 1316 2732 2862 2210
3306,1956 1543 2564 2646 1505 1746 3153 1211 2745 944
3307,2980 584 640 2402 246 2256 1956 2774 1337 467
3308,2510 2817 1560 1505 2067 1337 398 2784 3409 1057
3309,2256 3409 1316 1223 512 2068 569 1354 3423 1583
3310,3022 2603 584 1583 640 2745 2732 169 2688 2256
3311,1583 476 2342 1086 2745 1211 1337 802 36 944
3312,640 1039 463 1223 2980 1560 208 1316 1543 1956
3313,584 640 1956 1039 2210 2745 2757 1078 331 2501
3314,573 3409 2688 2528 741 620 2556 2474 472 2784
3315,3013 1223 2732 36 1583 3409 3423 2054 3529 2862
3316,1583 2757 476 2402 2342 1304 2314 1086 1315 1746
3317,1316 3409 1223 1543 2564 472 1560 36 3423 1583
3318,3423 3013 1543 1279 1223 3269 3409 1316 36 3151
3319,3382 2840 549 3110 3293 853 1216 791 2666 781
3320,2281 2774 2980 584 1848 2370 452 2402 3529 640
3321,601 853 1270 911 1956 3204 3293 1818 2705 3510
3322,1811 2732 2281 2528 2054 452 1376 169 1186 3692
3323,1746 293 36 3022 1030 1505 2603 1956 1316 1475
3324,2297 2626 2194 543 183 3238 169 2688 3529 463
3325,1831 3677 640 1711 2757 1086 2646 2636 1211 398
3326,3022 1039 1583 2297 640 1831 2210 2626 1211 2646
3327,2402 1315 1887 3656 3402 2370 3059 1376 3448 2528
3328,2297 2745 2757 2630 476 1811 569 1078 3528 2338
3329,1376 2402 472 3059 2054 922 3692 3142 2673 1315
3330,2630 2757 2297 2342 331 2501 463 3013 1560 119
3331,640 1956 1831 1376 2757 2210 1811 3327 183 3529
3332,3409 3013 1223 2862 618 573 779 2510 1560 601
3333,3022 1831 1039 2757 1583 476 2342 2297 543 1078
3334,3409 3423 3013 2862 573 1223 1279 3269 1543 472
3335,2068 3382 465 1166 853 3066 1736 601 2256 2688
3336,183 1811 1471 3215 1328 2281 2256 16 283 3327
3337,2603 1354 2745 2688 2510 584 3382 1216 618 2256
3338,584 640 331 1811 398 1086 2210 3534 2342 183
3339,584 2297 2630 1956 2980 2626 2342 331 3529 476
3340,3022 1956 2210 398 2745 1039 2342 3238 2688 1216
3341,1186 1039 2335 2980 2603 649 3473 1711 1808 1471
3342,3013 1223 472 3423 36 1316 1543 1638 1560 2510
3343,584 1583 1039 2210 331 2342 2256 1211 2745 3327
3344,472 3529 463 2980 512 2862 1223 1316 3013 3409
3345,1279 1543 36 1638 1186 1615 1583 796 741 2006
3346,2054 2646 1057 790 1840 166 1560 3013 3059 37
3347,2757 2297 331 2980 1086 2745 2331 1248 105 3238
3348,1583 2256 1223 2281 2862 3013 1543 512 1337 1615
3349,512 3677 2281 1186 169 452 2732 2256 1615 1583
3350,472 1560 2862 1279 1638 3668 406 3151 36 3367
3351,463 2862 640 3418 1505 1279 2784 2980 2688 2510
3352,3013 1223 3409 1638 36 1279 3423 779 2510 3668
3353,2757 2745 463 398 1211 1086 3473 3694 119 512
3354,618 36 1316 2510 2732 1583 1279 3529 2470 169
3355,1376 1887 3059 3656 3402 2370 467 922 1341 246
3356,1543 124 1316 1223 2862 3013 3600 1560 1858 3367
3357,1376 2732 1315 2054 3692 3142 3013 922 1223 36
3358,2054 3677 1001 2281 1057 1379 872 166 3327 584
3359,3013 2862 36 1583 1223 3423 3529 472 3022 618
3360,1166 362 791 465 24 1270 2049 1446 1027 1886
3361,3529 989 1543 463 2370 1583 246 1337 2054 1831
3362,3409 3418 1223 1315 1859 1316 2402 2933 3537 2256
3363,1560 1831 640 2256 584 3529 1316 2297 476 2617
3364,3327 331 169 1615 398 2956 1376 1315 476 1546
3365,1811 3022 2297 584 2732 2646 1583 3677 1956 1039
3366,3022 2603 1583 584 2297 640 1039 2688 2210 2784
3367,1057 132 1379 2402 2732 1376 37 790 166 2664
3368,3022 1583 2757 1039 3694 2603 208 2630 2646 2732
3369,3382 779 93 2127 2510 169 1216 2840 3013 1223
3370,1223 3153 3272 2387 2617 1858 2370 69 2054 487
3371,569 1216 465 1166 3110 853 2127 601 1354 1736
3372,169 3022 1186 1583 1279 2297 2732 1039 472 2862
3373,2054 3409 1560 1615 2256 1858 790 3367 3402 1057
3374,472 1560 1223 1583 2297 1811 584 2646 463 3022
3375,1315 2402 1379 1057 3013 1840 37 530 1439 3142
3376,472 1543 1279 3423 3269 406 1057 132 3151 2528
3377,2732 3013 1376 3692 132 3142 3418 922 3423 2664
3378,1223 3409 36 3423 2732 2862 1316 1543 2256 3022
3379,2587 452 1186 1652 1729 1762 112 2874 3532 1723
3380,2862 3600 3269 1279 3402 3116 3151 2281 69 1840
3381,1583 1039 3529 2342 2630 3238 2603 1337 1044 2745
3382,2297 3022 2646 2281 2774 3298 472 1615 3529 1086
3383,472 3013 3269 1279 1223 2862 1543 1638 184 3409
3384,169 3022 1279 3409 406 1039 2817 2862 512 1615
3385,3013 1560 1543 1316 2564 124 1858 463 36 2054
3386,3022 1039 1315 1615 2402 1057 3116 183 1711 3692
3387,2757 2210 1086 3022 3238 1039 3694 2342 1583 1211
3388,472 1223 584 3013 640 1315 1337 2732 1615 2054
3389,3013 1223 36 3269 1505 1638 1279 3668 463 1560
3390,2256 2732 472 2470 2603 3022 1376 3418 3409 3692
3391,3423 3269 1638 3424 796 707 618 1279 2798 772
3392,3409 2688 3022 2862 512 3013 1223 1316 463 640
3393,3022 584 1039 640 2980 2603 36 2630 3418 2757
3394,36 2646 3694 2210 1223 3013 2732 3418 2054 1505
3395,472 1583 3022 2297 512 1811 169 2732 2688 3409
3396,472 2980 476 3013 3022 2646 2402 1039 2054 463
3397,1811 3677 646 1711 1039 2281 3298 1471 1211 2874
3398,1039 3418 2768 476 2054 3327 2757 1304 3529 36
3399,584 640 2757 1831 2210 1078 2603 331 2342 169
3400,1315 863 3059 1376 37 3656 467 790 1057 3402
3401,1956 1831 3022 640 2732 2646 467 3677 1711 2281
3402,1583 36 3409 1279 2510 2297 2784 618 1505 463
3403,584 472 2297 3327 1315 2768 2402 1211 1510 1615
3404,3013 472 3409 1223 1316 1543 2862 3529 1583 3153
3405,3367 652 3151 2070 1590 1279 1543 166 2006 1184
3406,1186 1811 1315 1808 2281 3677 2297 452 1583 472
3407,1831 1560 2210 3694 1337 2297 1086 2630 331 2603
3408,512 3529 1956 2606 36 2757 2534 2128 2931 1855
3409,3022 584 1039 1956 640 169 1831 512 3529 2757
3410,3529 463 476 2732 2757 1560 2862 2067 1548 1956
3411,476 640 2210 36 2603 584 3238 2745 1490 1809
3412,472 132 1811 1186 2528 1057 1615 2732 2862 2402
3413,1543 1223 37 2664 2370 1227 1560 3677 2862 3597
3414,1315 1057 132 472 3669 530 3231 1615 1379 2528
3415,2732 472 2980 1811 1376 2054 1583 1315 3418 2646
3416,1279 184 3409 3013 169 3423 36 1560 3269 1186
3417,472 1223 1337 989 246 2980 1560 1615 790 584
3418,1560 1916 3409 2076 2564 3153 2314 512 640 1858
3419,1560 2603 2210 3694 1354 2745 3013 3409 1300 2129
3420,2732 3022 1583 169 1039 1811 3418 2054 2646 3692
3421,1583 463 2342 2626 1086 2501 1617 944 543 1505
3422,2068 3529 43 2617 1956 119 2510 2314 1337 2732
3423,3022 584 2297 2980 169 1831 640 2603 3418 2210
3424,472 3423 2862 3269 3409 1279 3151 1638 796 36
3425,2370 467 863 1371 2054 1887 790 2774 3059 989
3426,3022 584 1583 1039 640 2732 169 2980 2745 1956
3427,1583 640 36 2297 3153 3022 476 1337 2210 584
3428,1811 169 2980 2256 463 2664 2874 1070 2763 1057
3429,472 2054 1887 3059 3656 790 1376 467 2370 3116
3430,1956 204 2636 1186 2980 2281 476 2564 382 2602
3431,3022 584 1831 1039 1583 640 2603 476 1223 36
3432,2054 1560 1543 1615 2646 1858 3367 3350 3529 790
3433,584 1831 2210 1039 2757 2603 1956 1583 2297 2342
3434,569 3382 493 3110 465 1166 2292 3204 3068 248
3435,584 331 2626 2745 1086 2468 1546 1617 1216 1211
3436,1086 2342 463 2468 2338 293 1337 3694 2626 1546
3437,472 1315 467 3677 2402 3116 863 2281 3448 1341
3438,1223 3013 472 3409 2862 1316 184 1315 138 382
3439,3022 2732 1583 1039 472 3418 584 2980 2297 640
3440,640 2626 2757 1831 2468 3053 543 398 283 16
3441,472 1315 2054 2402 863 1887 37 3116 3142 3656
3442,472 476 2210 3694 1583 2297 2564 2757 208 1039
3443,640 1831 2297 1039 2980 2630 2745 2626 2468 1211
3444,3423 2862 2528 132 2474 796 1379 790 1858 406
3445,2210 2980 3238 2745 802 2402 463 1337 1030 3272
3446,1583 472 3529 2297 1316 2862 1831 1811 1560 512
3447,472 2402 2370 863 3474 2980 1887 3656 1341 1371
3448,472 1560 3013 1831 3529 989 640 1543 3409 3272
3449,1811 663 2636 1762 3000 3677 512 3022 760 1051
3450,3022 1583 584 1039 2297 640 2603 2210 1831 3529
3451,640 3349 2297 2468 1328 246 1248 1711 183 2331
3452,2068 2256 1811 3677 204 3022 2840 169 2636 1831
3453,2402 467 2774 188 3692 3256 1456 3677 2646 1583
3454,472 3013 1223 1316 3409 463 1543 2862 36 640
3455,472 2054 1811 1615 863 1057 3656 246 2646 1543
3456,472 2732 2646 1039 1583 2297 584 2980 1057 169
3457,1543 124 2862 1316 3600 1223 1668 472 528 2265
3458,573 2862 2557 1583 3269 779 772 3537 620 2067
3459,1316 124 989 3529 1223 3013 1615 1858 528 2076
3460,2688 1186 169 3000 2784 2335 2862 1279 3659 3298
3461,1831 1223 640 1316 3013 2564 1583 476 584 1543
3462,640 1956 2980 169 1086 3013 2732 512 2068 2342
3463,584 169 1186 2335 2688 2980 2119 2732 1711 463
3464,331 398 2342 1546 1617 3053 2646 476 3529 3238
3465,640 1831 2603 2210 1583 3022 584 1560 2745 2757
3466,472 1316 1543 3529 3153 2402 36 512 1615 1315
3467,640 2980 1956 331 398 1086 3238 119 1546 2338
3468,3022 1956 1223 2757 2564 3013 1086 2068 1039 2980
3469,1831 3022 2297 1039 2757 1211 331 2194 3238 2342
3470,3409 640 208 36 1354 2617 1505 1792 2129 707
3471,2646 3013 463 1510 3656 382 1304 2342 3390 2862
3472,1560 1223 3013 2564 1316 1543 2862 1354 1831 3529
3473,2732 3692 1315 2980 3142 3059 922 2673 2646 1102
3474,584 1831 2757 1583 476 3694 2342 331 1078 36
3475,2980 3418 472 1376 1315 1304 36 1615 2402 2256
3476,1831 3022 1583 2210 2297 1039 2757 2980 476 2603
3477,1583 2210 1039 2603 2630 3529 3694 1505 2342 2745
3478,1956 1583 2210 331 1039 2745 2342 398 2980 1086
3479,1223 3013 2862 3409 1279 472 3423 1560 36 1543
3480,3022 1583 2603 3013 3409 2732 640 1223 1039 2297
3481,3013 1223 3423 3409 36 1316 1583 3529 1279 1638
3482,2402 3367 2732 3059 1376 3067 883 1746 463 2370
3483,472 2402 1376 2673 829 2528 2664 1279 1543 1057
3484,2297 3677 2281 2603 3298 204 2636 2745 649 2688
3485,1583 3022 2603 36 640 2510 2297 584 3529 2784
3486,2210 1354 476 3694 208 2630 2564 3013 2510 1300
3487,472 1315 1811 1615 3367 3116 1858 3350 1543 124
3488,1831 640 1223 989 2980 1560 1543 1337 2862 1811
3489,36 3409 1030 2732 790 2256 1376 1315 1615 2664
3490,169 2732 2784 3418 640 2510 2745 2980 2067 2210
3491,584 2297 1583 1811 1039 2980 2646 1831 640 3298
3492,3022 463 2745 2054 989 2664 650 785 790 863
3493,472 1223 3409 3529 1583 640 1560 2603 476 463
3494,2603 1401 3473 1736 3409 2297 512 618 3159 2068
3495,1831 1039 2646 3013 3409 463 512 2732 1543 3367
3496,1560 1223 2402 1811 2732 2054 2980 1583 463 3013
3497,36 3418 2603 3529 1279 1315 1223 463 2862 3013
3498,1811 3677 2297 584 1583 2281 169 2980 1039 1848
3499,2054 2402 2732 1315 1583 2980 640 1223 2297 1615
3500,2603 1583 1039 2297 2757 2980 2630 331 543 2745
3501,2210 3694 3022 2630 1583 1039 2331 2297 2342 1956
3502,3409 2862 1583 1811 1223 2256 2402 2732 2054 169
3503,3022 1831 1956 2297 1086 2068 2757 331 2256 2603
3504,472 2402 2054 2370 3692 1315 1887 863 246 3142
3505,2068 1831 640 2840 584 3022 1956 569 2210 1216
3506,1316 3013 3409 1223 1543 3153 1583 2564 3423 1560
3507,2980 584 2646 1956 2297 183 2768 1811 1831 1315
3508,1279 3409 3013 3269 1223 184 1543 2557 796 1186
3509,1831 2297 3022 463 2646 2210 2342 2338 3694 563
3510,1223 1746 2646 584 802 463 2256 1316 1039 2054
3511,1316 2564 2297 463 3022 1543 2210 2862 1039 584
3512,3409 796 124 22 2256 1186 3537 1615 2732 618
3513,3022 1583 1039 2297 2646 1315 2732 2054 36 1615
3514,1583 3022 2210 2297 472 1039 2980 1223 2603 3694
3515,1811 2281 1808 183 2768 452 1471 2054 2528 1615
3516,2732 1376 1811 2402 1315 2256 922 2528 2673 1057
3517,472 640 476 2732 1376 3692 2646 1887 1315 802
3518,640 2210 1086 2757 2840 1216 1270 398 569 2342
3519,1279 1186 2862 3423 3151 3269 3409 3013 1223 406
3520,3013 1315 1279 1316 3269 3151 3153 1638 1583 2402
3521,3022 2210 476 2297 1956 2646 3418 2626 2630 1510
3522,3529 2980 1316 1543 1223 2370 246 1615 989 3013
3523,3013 1315 36 1583 1560 1279 1039 3022 3423 463
3524,1086 476 293 2342 802 2331 2194 563 1617 1044
3525,2757 2210 1039 2468 2630 1211 2745 2331 2194 3053
3526,1039 2342 2745 1086 3694 1211 2626 36 293 1746
3527,169 512 472 2297 1039 1315 2784 2510 184 3151
3528,472 2054 2636 3677 2402 467 1240 1615 3402 863
3529,620 2556 3000 320 2784 458 3269 512 772 253
3530,3013 2256 1543 3269 2732 2828 1279 573 2933 3142
3531,3022 1039 1583 2732 2646 1315 2054 3418 169 1615
3532,1543 124 2862 1223 1858 1315 3367 1668 3350 528
3533,3022 1583 2297 2688 2784 584 2510 3013 640 732
3534,2402 1315 863 467 1887 3116 2370 3656 3474 1371
3535,618 3409 779 3151 1078 93 2928 2664 3653 728
3536,1543 2862 3269 3153 3409 36 1638 1279 796 3151
3537,1315 1057 3677 863 2281 2528 1887 1184 1615 1678
3538,3013 1223 1543 3529 3423 36 1315 463 124 1560
3539,1223 1316 3013 124 2862 1315 1811 2256 1615 989
3540,472 1315 2054 467 3116 1543 1887 3402 2528 246
3541,2603 2210 3409 2745 3694 1583 2630 3022 1354 2068
3542,1583 2297 2688 2862 169 584 463 1223 3013 1831
3543,3022 1039 183 3327 3677 1001 1211 1086 1376 2342
3544,1956 760 1471 3338 512 1831 1573 1039 212 1391
3545,640 1831 2210 1583 1039 2757 2603 2630 2980 331
3546,3418 1039 463 1223 640 1831 476 2630 3694 1279
3547,1583 36 2297 1831 138 2862 1505 476 1279 2510
3548,3409 2862 1543 3529 463 2534 1560 1615 2664 2732
3549,2402 2370 1811 3059 1341 1887 1371 1376 188 3677
3550,3013 1316 3409 2862 1560 124 1315 1858 3367 3423
3551,3022 169 584 1186 2297 1039 1583 2732 2646 1315
3552,618 2688 2784 2510 3013 1583 3022 523 732 2862
3553,2256 1376 2402 702 3692 2190 1001 183 1463 1086
3554,2732 2402 1315 1376 2054 3013 1223 3692 1583 3142
3555,2054 1315 1376 3692 3059 1615 2646 3142 790 1223
3556,2054 1887 1371 2774 467 1376 3656 1615 1341 2281
3557,463 1316 1223 989 3013 1543 1337 584 1560 2980
3558,3557 1057 2070 2165 652 184 1279 1858 3350 132
3559,1316 2068 3013 2862 1543 2564 463 2256 2297 512
3560,1223 3013 1543 1315 1560 1316 3409 1858 124 2862
3561,2402 3692 2673 132 37 1658 361 1887 790 12
3562,169 2688 2210 2745 463 472 3473 3409 2314 2784
3563,1956 1086 1617 3238 2468 1044 2338 293 204 1248
3564,2402 1376 2732 1615 3692 790 3059 2664 3142 863
3565,1543 1859 3692 829 2557 1592 790 772 184 1011
3566,1316 472 3013 3272 1916 2617 640 2387 94 2076
3567,472 36 3423 2862 1223 3022 3529 1543 1039 2297
3568,2054 1615 2528 3367 1811 3350 3402 166 530 2664
3569,2335 204 1811 2688 2281 1808 3677 452 59 1536
3570,472 1223 1560 3013 1811 1316 1543 2402 3529 2862
3571,3409 2603 618 36 2564 2688 1583 2745 573 3022
3572,1223 2256 2732 2510 1279 3269 1543 1316 401 1583
3573,2980 3059 1376 3474 2732 3692 1057 3327 3142 1887
3574,472 36 1583 1039 1505 1030 3694 3022 2732 3418
3575,2402 132 2564 3418 2646 3424 2128 573 401 3367
3576,463 2297 3022 69 1030 3424 707 3600 2314 3059
3577,2732 3022 1583 1039 2980 2297 1315 3418 2054 36
3578,472 2402 124 3013 1223 790 3402 3269 1858 1615
3579,2402 472 3474 3059 2646 246 2370 1376 1811 2980
3580,1831 476 1543 1376 2757 124 2338 188 94 2237
3581,472 2402 2054 132 1376 1859 36 3269 2828 1615
3582,2603 3022 2745 1216 2688 584 640 1354 1583 169
3583,1039 2626 640 3529 2210 2817 2931 3418 1211 2510
3584,584 1956 1831 640 1039 331 1086 2980 2210 398
3585,1811 246 2370 2054 467 863 3677 2774 790 1223
3586,472 3013 1543 2862 2402 124 3423 989 1315 2054
3587,2054 2732 1583 1376 1315 3692 3529 1223 2256 2646
3588,2474 1543 472 796 1315 132 3013 1316 3367 124
3589,472 2402 2054 1887 2370 246 467 1315 3656 3402
3590,3059 1376 863 1341 2054 2402 467 246 2281 3448
3591,472 3013 1223 3529 2054 640 2732 36 463 2256
3592,512 3298 1186 2297 1811 2335 584 3677 2732 2281
3593,472 2402 2370 246 1887 1316 1371 1543 790 863
3594,3013 1223 1543 472 1316 1560 124 1354 512 1315
3595,1831 640 1811 1583 2297 584 1956 2256 2980 3529
3596,3269 2862 1543 3013 3153 124 472 1223 741 3537
3597,2054 2646 2402 1057 1615 2980 1376 3116 863 1039
3598,2603 3022 2745 584 1583 2688 2210 1831 1354 2297
3599,3409 2688 1223 512 2256 169 3153 1560 640 2564
3600,3022 640 1039 2342 543 1211 3694 2745 1617 3534
3601,2210 584 3409 3013 1039 1223 2603 3694 2757 1560
3602,2402 2054 3013 1223 1315 1543 790 1376 3692 1615
3603,2297 2784 584 2817 573 3000 1223 472 3269 136
3604,601 1736 3544 911 104 2974 2097 2064 239 24
3605,1316 2862 3409 2265 3153 3600 120 1858 406 1592
3606,3423 3269 2862 1279 184 3013 1543 796 1638 741
3607,1543 1279 169 3269 1638 184 1615 138 2510 584
3608,3013 1316 1560 124 989 772 382 3272 1916 69
3609,1223 3013 1543 1316 124 3529 2862 2564 1831 3409
3610,3013 3423 1638 2528 1831 132 2474 406 1858 640
3611,1315 2256 922 132 1102 2528 1859 1615 401 1379
3612,472 2402 2054 1376 3692 2732 1315 2370 3142 863
3613,1543 2862 3409 3529 3423 36 124 2564 463 2402
3614,169 1583 1039 2297 1223 2732 1279 1560 1186 3013
3615,3022 169 204 2874 646 2999 1374 1711 1471 2468
3616,1583 3022 2297 1831 3409 3529 1223 2688 1039 3013
3617,472 1223 3013 1583 3409 3529 640 1543 1560 2862
3618,2402 2054 1376 1315 2370 3059 2732 863 246 1887
3619,472 1315 2054 2402 2528 132 1615 3692 37 2980
3620,2980 169 1086 1831 649 324 2501 1573 2354 1762
3621,2210 1039 2342 2630 3694 398 3238 2331 2745 1086
3622,2688 2784 601 1583 2510 3409 640 2067 169 3013
3623,2256 169 3327 2338 246 863 2774 467 3013 2541
3624,2626 2194 169 1811 3036 3529 463 2745 1001 728
3625,3409 3529 1858 36 463 124 2564 2297 1615 1279
3626,1583 2732 2210 1211 476 2603 1811 3694 398 1030
3627,2297 512 204 3529 331 3298 472 1211 2068 2338
3628,3013 1279 3269 1543 1223 2862 184 3151 406 1638
3629,3022 398 2210 2603 2297 1039 1546 1248 2745 543
3630,1956 472 640 1831 3677 2402 2281 3529 512 246
3631,1583 36 3529 3022 2862 3409 3013 3423 1505 1039
3632,1811 1956 1711 2980 1039 2763 760 1762 1781 1001
3633,2297 2688 584 1039 1560 2256 2314 2980 1279 3677
3634,1279 184 3423 3269 3151 1638 3668 2474 1315 36
3635,1811 2054 2732 2402 1315 2646 3692 1615 3677 2297
3636,1858 3367 3350 472 1543 3151 1316 3013 1223 3529
3637,2980 472 584 2646 1811 1039 1956 2732 467 3677
3638,467 2402 2054 2370 246 3474 1887 2256 1371 3448
3639,204 2980 2636 169 646 512 1186 2999 398 784
3640,2603 2256 472 640 3418 3529 512 1811 2630 1956
3641,3022 169 2688 1186 512 2784 1583 584 1039 3298
3642,1831 584 1039 1956 1337 2980 1086 3694 2342 3238
3643,2862 3423 36 2297 2510 3529 512 2528 1315 2402
3644,1615 530 1439 2402 1858 3438 3669 2165 3557 1186
3645,472 1316 3529 1223 989 3013 1560 1583 1831 463
3646,3022 36 1039 2603 1505 2510 1560 169 3423 3694
3647,1583 2732 3022 3529 2980 584 169 512 640 463
3648,1376 2732 3692 1057 132 1615 922 2664 2256 790
3649,584 2745 1039 331 3049 16 283 1640 237 212
3650,1831 3022 1086 1039 3529 3238 2342 3694 1337 2331
3651,2256 1583 2732 1316 2402 1543 2862 2297 169 1560
3652,1039 1543 1811 2862 463 1956 1057 2510 36 3350
3653,2980 472 2774 2281 2636 246 467 1086 2402 2757
3654,1315 1223 1615 2862 1858 2732 3367 2256 1811 790
